!version: $Revision: 1.48 $
!date: $Date: 2006/07/27 13:53:31 $
!Mapping of GO function_ontology "enzymes" to Enzyme Commission Numbers.
!original mapping by Michael Ashburner, Cambridge.
!This version parsed from function.ontology on 2006/07/14 16:07:33
!by Daniel Barrell, EBI, Hinxton
!
EC:1 > GO:oxidoreductase activity ; GO:0016491
EC:2.7.7.50 > GO:mRNA guanylyltransferase activity ; GO:0004484
EC:2.7.7.51 > GO:adenylylsulfate-ammonia adenylyltransferase activity ; GO:0047352
EC:2.7.7.52 > GO:RNA uridylyltransferase activity ; GO:0050265
EC:2.7.7.53 > GO:ATP adenylyltransferase activity ; GO:0003877
EC:2.7.7.54 > GO:phenylalanine adenylyltransferase activity ; GO:0050173
EC:2.7.7.55 > GO:anthranilate adenylyltransferase activity ; GO:0047671
EC:2.7.7.56 > GO:tRNA nucleotidyltransferase activity ; GO:0009022
EC:2.7.7.57 > GO:N-methylphosphoethanolamine cytidylyltransferase activity ; GO:0047353
EC:2.7.7.58 > GO:(2,3-dihydroxybenzoyl)adenylate synthase activity ; GO:0008668
EC:2.7.7.59 > GO:[protein-PII] uridylyltransferase activity ; GO:0008773
EC:2.7.7.6 > GO:DNA-directed RNA polymerase activity ; GO:0003899
EC:2.7.7.60 > GO:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity ; GO:0050518
EC:2.7.7.61 > GO:holo-[acyl-carrier protein] synthase activity ; GO:0050519
EC:2.7.7.7 > GO:DNA-directed DNA polymerase activity ; GO:0003887
EC:2.7.7.8 > GO:polyribonucleotide nucleotidyltransferase activity ; GO:0004654
EC:2.7.7.9 > GO:UTP:glucose-1-phosphate uridylyltransferase activity ; GO:0003983
EC:2.7.8 > GO:phosphotransferase activity, for other substituted phosphate groups ; GO:0016780
EC:2.7.8.1 > GO:ethanolaminephosphotransferase activity ; GO:0004307
EC:2.7.8.10 > GO:sphingosine cholinephosphotransferase activity ; GO:0047354
EC:2.7.8.11 > GO:CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity ; GO:0003881
EC:2.7.8.12 > GO:CDP-glycerol glycerophosphotransferase activity ; GO:0047355
EC:2.7.8.13 > GO:phospho-N-acetylmuramoyl-pentapeptide-transferase activity ; GO:0008963
EC:2.7.8.14 > GO:CDP-ribitol ribitolphosphotransferase activity ; GO:0047356
EC:2.7.8.15 > GO:UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity ; GO:0003975
EC:2.7.8.17 > GO:UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity ; GO:0003976
EC:2.7.8.18 > GO:UDP-galactose-UDP-N-acetylglucosamine galactose phosphotransferase activity ; GO:0047357
EC:2.7.8.19 > GO:UDP-glucose-glycoprotein glucose phosphotransferase activity ; GO:0047358
EC:2.7.8.2 > GO:diacylglycerol cholinephosphotransferase activity ; GO:0004142
EC:2.7.8.20 > GO:phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity ; GO:0008960
EC:2.7.8.21 > GO:membrane-oligosaccharide glycerophosphotransferase activity ; GO:0047495
EC:2.7.8.22 > GO:1-alkenyl-2-acylglycerol choline phosphotransferase activity ; GO:0047359
EC:2.7.8.23 > GO:carboxyvinyl-carboxyphosphonate phosphorylmutase activity ; GO:0008807
EC:2.7.8.24 > GO:phosphatidylcholine synthase activity ; GO:0050520
EC:2.7.8.25 > GO:triphosphoribosyl-dephospho-CoA synthase activity ; GO:0046917
EC:2.7.8.26 > GO:adenosylcobinamide-GDP ribazoletransferase activity ; GO:0051073
EC:2.7.8.3 > GO:ceramide cholinephosphotransferase activity ; GO:0047493
EC:2.7.8.4 > GO:serine-phosphoethanolamine synthase activity ; GO:0047494
EC:2.7.8.5 > GO:CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity ; GO:0008444
EC:2.7.8.6 > GO:undecaprenyl-phosphate galactose phosphotransferase activity ; GO:0047360
EC:2.7.8.7 > GO:phosphopantetheinyltransferase activity ; GO:0008897
EC:2.7.8.8 > GO:CDP-diacylglycerol-serine O-phosphatidyltransferase activity ; GO:0003882
EC:2.7.8.9 > GO:phosphomannan mannosephosphotransferase activity ; GO:0047361
EC:2.7.9 > GO:phosphotransferase activity, paired acceptors ; GO:0016781
EC:2.7.9.1 > GO:pyruvate, phosphate dikinase activity ; GO:0050242
EC:2.7.9.2 > GO:pyruvate, water dikinase activity ; GO:0008986
EC:2.7.9.3 > GO:selenide, water dikinase activity ; GO:0004756
EC:2.7.9.4 > GO:alpha-glucan, water dikinase activity ; GO:0050521
EC:2.8 > GO:transferase activity, transferring sulfur-containing groups ; GO:0016782
EC:2.8.1 > GO:sulfurtransferase activity ; GO:0016783
EC:2.8.1.1 > GO:thiosulfate sulfurtransferase activity ; GO:0004792
EC:2.8.1.2 > GO:3-mercaptopyruvate sulfurtransferase activity ; GO:0016784
EC:2.8.1.3 > GO:thiosulfate-thiol sulfurtransferase activity ; GO:0050337
EC:2.8.1.4 > GO:tRNA sulfurtransferase activity ; GO:0016227
EC:2.8.1.5 > GO:thiosulfate-dithiol sulfurtransferase activity ; GO:0047362
EC:2.8.1.6 > GO:biotin synthase activity ; GO:0004076
EC:2.8.1.7 > GO:cysteine desulfurase activity ; GO:0031071
EC:2.8.2 > GO:sulfotransferase activity ; GO:0008146
EC:2.8.2.1 > GO:aryl sulfotransferase activity ; GO:0004062
EC:2.8.2.10 > GO:Renilla-luciferin sulfotransferase activity ; GO:0050249
EC:2.8.2.11 > GO:galactosylceramide sulfotransferase activity ; GO:0001733
EC:2.8.2.13 > GO:psychosine sulfotransferase activity ; GO:0050226
EC:2.8.2.14 > GO:bile-salt sulfotransferase activity ; GO:0047704
EC:2.8.2.15 > GO:steroid sulfotransferase activity ; GO:0050294
EC:2.8.2.17 > GO:chondroitin 6-sulfotransferase activity ; GO:0008459
EC:2.8.2.18 > GO:cortisol sulfotransferase activity ; GO:0047785
EC:2.8.2.19 > GO:triglucosylalkylacylglycerol sulfotransferase activity ; GO:0047363
EC:2.8.2.2 > GO:alcohol sulfotransferase activity ; GO:0004027
EC:2.8.2.20 > GO:protein-tyrosine sulfotransferase activity ; GO:0008476
EC:2.8.2.21 > GO:keratan sulfotransferase activity ; GO:0045130
EC:2.8.2.22 > GO:arylsulfate sulfotransferase activity ; GO:0047686
EC:2.8.2.23 > GO:heparin-glucosamine 3-O-sulfotransferase activity ; GO:0008467
EC:2.8.2.24 > GO:desulfoglucosinolate sulfotransferase activity ; GO:0047364
EC:2.8.2.25 > GO:flavonol 3-sulfotransferase activity ; GO:0047894
EC:2.8.2.26 > GO:quercetin-3-sulfate 3'-sulfotransferase activity ; GO:0047365
EC:2.8.2.27 > GO:quercetin-3-sulfate 4'-sulfotransferase activity ; GO:0047366
EC:2.8.2.28 > GO:quercetin-3,3'-bissulfate 7-sulfotransferase activity ; GO:0047367
EC:2.8.2.3 > GO:amine sulfotransferase activity ; GO:0047685
EC:2.8.2.4 > GO:estrone sulfotransferase activity ; GO:0004304
EC:2.8.2.5 > GO:chondroitin 4-sulfotransferase activity ; GO:0047756
EC:2.8.2.6 > GO:choline sulfotransferase activity ; GO:0047754
EC:2.8.2.7 > GO:UDP-N-acetylgalactosamine-4-sulfate sulfotransferase activity ; GO:0047368
EC:2.8.2.8 > GO:[heparan sulfate]-glucosamine N-sulfotransferase activity ; GO:0015016
EC:2.8.2.9 > GO:tyrosine-ester sulfotransferase activity ; GO:0017067
EC:2.8.3.1 > GO:propionate CoA-transferase activity ; GO:0018729
EC:2.8.3.10 > GO:citrate CoA-transferase activity ; GO:0008814
EC:2.8.3.11 > GO:citramalate CoA-transferase activity ; GO:0047775
EC:2.8.3.12 > GO:glutaconate CoA-transferase activity ; GO:0018730
EC:2.8.3.13 > GO:succinate-hydroxymethylglutarate CoA-transferase activity ; GO:0047369
EC:2.8.3.14 > GO:5-hydroxypentanoate CoA-transferase activity ; GO:0047591
EC:2.8.3.2 > GO:oxalate CoA-transferase activity ; GO:0050161
EC:2.8.3.3 > GO:malonate CoA-transferase activity ; GO:0050078
EC:2.8.3.5 > GO:3-oxoacid CoA-transferase activity ; GO:0008260
EC:2.8.3.6 > GO:3-oxoadipate CoA-transferase activity ; GO:0047569
EC:2.8.3.7 > GO:succinate-citramalate CoA-transferase activity ; GO:0047370
EC:2.8.3.8 > GO:acetate CoA-transferase activity ; GO:0008775
EC:2.8.3.9 > GO:butyrate-acetoacetate CoA-transferase activity ; GO:0047371
EC:2.8.4 > GO:transferase activity, transferring alkylthio groups ; GO:0050497
EC:2.8.4.1 > GO:coenzyme-B sulfoethylthiotransferase activity ; GO:0050524
EC:2.9 > GO:transferase activity, transferring selenium-containing groups ; GO:0016785
EC:2.9.1 > GO:selenotransferase activity ; GO:0016786
EC:2.9.1.1 > GO:L-seryl-tRNASec selenium transferase activity ; GO:0004125
EC:3 > GO:hydrolase activity ; GO:0016787
EC:3.1 > GO:hydrolase activity, acting on ester bonds ; GO:0016788
EC:3.1.1 > GO:carboxylic ester hydrolase activity ; GO:0016789
EC:3.1.1.1 > GO:carboxylesterase activity ; GO:0004091
EC:3.1.1.10 > GO:tropinesterase activity ; GO:0050357
EC:3.1.1.11 > GO:pectinesterase activity ; GO:0030599
EC:3.1.1.13 > GO:sterol esterase activity ; GO:0004771
EC:3.1.1.14 > GO:chlorophyllase activity ; GO:0047746
EC:3.1.1.15 > GO:L-arabinonolactonase activity ; GO:0050021
EC:3.1.1.17 > GO:gluconolactonase activity ; GO:0004341
EC:3.1.1.19 > GO:uronolactonase activity ; GO:0050389
EC:3.1.1.2 > GO:arylesterase activity ; GO:0004064
EC:3.1.1.20 > GO:tannase activity ; GO:0050318
EC:3.1.1.21 > GO:retinyl-palmitate esterase activity ; GO:0050253
EC:3.1.1.22 > GO:hydroxybutyrate-dimer hydrolase activity ; GO:0047989
EC:3.1.1.23 > GO:acylglycerol lipase activity ; GO:0047372
EC:3.1.1.24 > GO:3-oxoadipate enol-lactonase activity ; GO:0047570
EC:3.1.1.25 > GO:1,4-lactonase activity ; GO:0050490
EC:3.1.1.26 > GO:galactolipase activity ; GO:0047714
EC:3.1.1.27 > GO:4-pyridoxolactonase activity ; GO:0047585
EC:3.1.1.28 > GO:acylcarnitine hydrolase activity ; GO:0047619
EC:3.1.1.29 > GO:aminoacyl-tRNA hydrolase activity ; GO:0004045
EC:3.1.1.3 > GO:triacylglycerol lipase activity ; GO:0004806
EC:3.1.1.30 > GO:D-arabinonolactonase activity ; GO:0047815
EC:3.1.1.31 > GO:6-phosphogluconolactonase activity ; GO:0017057
EC:3.1.1.32 > GO:phospholipase A1 activity ; GO:0008970
EC:3.1.1.33 > GO:6-acetylglucose deacetylase activity ; GO:0047593
EC:3.1.1.34 > GO:lipoprotein lipase activity ; GO:0004465
EC:3.1.1.35 > GO:dihydrocoumarin hydrolase activity ; GO:0047856
EC:3.1.1.36 > GO:limonin-D-ring-lactonase activity ; GO:0050055
EC:3.1.1.37 > GO:steroid-lactonase activity ; GO:0050293
EC:3.1.1.38 > GO:triacetate-lactonase activity ; GO:0050349
EC:3.1.1.39 > GO:actinomycin lactonase activity ; GO:0047615
EC:3.1.1.4 > GO:phospholipase A2 activity ; GO:0004623
EC:3.1.1.40 > GO:orsellinate-depside hydrolase activity ; GO:0050160
EC:3.1.1.41 > GO:cephalosporin-C deacetylase activity ; GO:0047739
EC:3.1.1.42 > GO:chlorogenate hydrolase activity ; GO:0047745
EC:3.1.1.43 > GO:alpha-amino-acid esterase activity ; GO:0047658
EC:3.1.1.44 > GO:4-methyloxaloacetate esterase activity ; GO:0047583
EC:3.1.1.45 > GO:carboxymethylenebutenolidase activity ; GO:0008806
EC:3.1.1.46 > GO:deoxylimonate A-ring-lactonase activity ; GO:0047845
EC:3.1.1.47 > GO:1-alkyl-2-acetylglycerophosphocholine esterase activity ; GO:0003847
EC:3.1.1.48 > GO:fusarinine-C ornithinesterase activity ; GO:0047908
EC:3.1.1.49 > GO:sinapine esterase activity ; GO:0050285
EC:3.1.1.5 > GO:lysophospholipase activity ; GO:0004622
EC:3.1.1.50 > GO:wax-ester hydrolase activity ; GO:0050398
EC:3.1.1.51 > GO:phorbol-diester hydrolase activity ; GO:0050181
EC:3.1.1.52 > GO:phosphatidylinositol deacylase activity ; GO:0050185
EC:3.1.1.53 > GO:sialate O-acetylesterase activity ; GO:0001681
EC:3.1.1.54 > GO:acetoxybutynylbithiophene deacetylase activity ; GO:0047373
EC:3.1.1.55 > GO:acetylsalicylate deacetylase activity ; GO:0047610
EC:3.1.1.56 > GO:methylumbelliferyl-acetate deacetylase activity ; GO:0047374
EC:3.1.1.57 > GO:2-pyrone-4,6-dicarboxylate lactonase activity ; GO:0047554
EC:3.1.1.58 > GO:N-acetylgalactosaminoglycan deacetylase activity ; GO:0047375
EC:3.1.1.59 > GO:juvenile-hormone esterase activity ; GO:0004453
EC:3.1.1.6 > GO:acetylesterase activity ; GO:0008126
EC:3.1.1.60 > GO:bis(2-ethylhexyl)phthalate esterase activity ; GO:0047709
EC:3.1.1.61 > GO:protein-glutamate methylesterase activity ; GO:0008984
EC:3.1.1.63 > GO:11-cis-retinyl-palmitate hydrolase activity ; GO:0047520
EC:3.1.1.64 > GO:all-trans-retinyl-palmitate hydrolase activity ; GO:0047376
EC:3.1.1.65 > GO:L-rhamnono-1,4-lactonase activity ; GO:0050033
EC:3.1.1.66 > GO:5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase activity ; GO:0047377
EC:3.1.1.67 > GO:fatty-acyl-ethyl-ester synthase activity ; GO:0030339
EC:3.1.1.68 > GO:xylono-1,4-lactonase activity ; GO:0050402
EC:3.1.1.7 > GO:acetylcholinesterase activity ; GO:0003990
EC:3.1.1.70 > GO:cetraxate benzylesterase activity ; GO:0047741
EC:3.1.1.71 > GO:acetylalkylglycerol acetylhydrolase activity ; GO:0047378
EC:3.1.1.72 > GO:acetylxylan esterase activity ; GO:0046555
EC:3.1.1.73 > GO:feruloyl esterase activity ; GO:0030600
EC:3.1.1.74 > GO:cutinase activity ; GO:0050525
EC:3.1.1.75 > GO:poly(3-hydroxybutyrate) depolymerase activity ; GO:0050526
EC:3.1.1.76 > GO:poly(3-hydroxyoctanoate) depolymerase activity ; GO:0050527
EC:3.1.1.77 > GO:acyloxyacyl hydrolase activity ; GO:0050528
EC:3.1.1.78 > GO:polyneuridine-aldehyde esterase activity ; GO:0050529
EC:3.1.1.8 > GO:cholinesterase activity ; GO:0004104
EC:3.1.11 > GO:exodeoxyribonuclease activity, producing 5'-phosphomonoesters ; GO:0016895
EC:3.1.11.1 > GO:exodeoxyribonuclease I activity ; GO:0008852
EC:3.1.11.2 > GO:exodeoxyribonuclease III activity ; GO:0008853
EC:3.1.11.5 > GO:exodeoxyribonuclease V activity ; GO:0008854
EC:3.1.11.6 > GO:exodeoxyribonuclease VII activity ; GO:0008855
EC:3.1.13 > GO:exoribonuclease activity, producing 5'-phosphomonoesters ; GO:0016896
EC:3.1.13.1 > GO:exoribonuclease II activity ; GO:0008859
EC:3.1.13.2 > GO:exoribonuclease H activity ; GO:0004533
EC:3.1.13.3 > GO:oligonucleotidase activity ; GO:0008946
EC:3.1.13.4 > GO:poly(A)-specific ribonuclease activity ; GO:0004535
EC:3.1.14 > GO:exoribonuclease activity, producing 3'-phosphomonoesters ; GO:0016897
EC:3.1.15 > GO:exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters ; GO:0016796
EC:3.1.16 > GO:exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters ; GO:0016797
EC:3.1.2 > GO:thiolester hydrolase activity ; GO:0016790
EC:3.1.2.1 > GO:acetyl-CoA hydrolase activity ; GO:0003986
EC:3.1.2.10 > GO:formyl-CoA hydrolase activity ; GO:0047901
EC:3.1.2.11 > GO:acetoacetyl-CoA hydrolase activity ; GO:0047603
EC:3.1.2.12 > GO:S-formylglutathione hydrolase activity ; GO:0018738
EC:3.1.2.13 > GO:S-succinylglutathione hydrolase activity ; GO:0050273
EC:3.1.2.14 > GO:oleoyl-[acyl-carrier protein] hydrolase activity ; GO:0004320
EC:3.1.2.15 > GO:ubiquitin thiolesterase activity ; GO:0004221
EC:3.1.2.16 > GO:[citrate-(pro-3S)-lyase] thiolesterase activity ; GO:0047778
EC:3.1.2.17 > GO:(S)-methylmalonyl-CoA hydrolase activity ; GO:0047511
EC:3.1.2.18 > GO:ADP-dependent short-chain-acyl-CoA hydrolase activity ; GO:0047379
EC:3.1.2.19 > GO:ADP-dependent medium-chain-acyl-CoA hydrolase activity ; GO:0047380
EC:3.1.2.2 > GO:palmitoyl-CoA hydrolase activity ; GO:0016290
EC:3.1.2.20 > GO:acyl-CoA hydrolase activity ; GO:0047617
EC:3.1.2.21 > GO:dodecanoyl-[acyl-carrier protein] hydrolase activity ; GO:0047381
EC:3.1.2.22 > GO:palmitoyl-(protein) hydrolase activity ; GO:0008474
EC:3.1.2.23 > GO:4-hydroxybenzoyl-CoA thioesterase activity ; GO:0018739
EC:3.1.2.3 > GO:succinyl-CoA hydrolase activity ; GO:0004778
EC:3.1.2.4 > GO:3-hydroxyisobutyryl-CoA hydrolase activity ; GO:0003860
EC:3.1.2.5 > GO:hydroxymethylglutaryl-CoA hydrolase activity ; GO:0047994
EC:3.1.2.6 > GO:hydroxyacylglutathione hydrolase activity ; GO:0004416
EC:3.1.2.7 > GO:glutathione thiolesterase activity ; GO:0047951
EC:3.1.21 > GO:endodeoxyribonuclease activity, producing 5'-phosphomonoesters ; GO:0016888
EC:3.1.21.1 > GO:deoxyribonuclease I activity ; GO:0004530
EC:3.1.21.2 > GO:deoxyribonuclease IV (phage-T4-induced) activity ; GO:0008833
EC:3.1.21.3 > GO:Type I site-specific deoxyribonuclease activity ; GO:0009035
EC:3.1.21.4 > GO:Type II site-specific deoxyribonuclease activity ; GO:0009036
EC:3.1.21.5 > GO:Type III site-specific deoxyribonuclease activity ; GO:0015668
EC:3.1.22 > GO:endodeoxyribonuclease activity, producing 3'-phosphomonoesters ; GO:0016889
EC:3.1.22.1 > GO:deoxyribonuclease II activity ; GO:0004531
EC:3.1.22.4 > GO:crossover junction endodeoxyribonuclease activity ; GO:0008821
EC:3.1.25 > GO:site-specific endodeoxyribonuclease activity, specific for altered base ; GO:0016890
EC:3.1.26 > GO:endoribonuclease activity, producing 5'-phosphomonoesters ; GO:0016891
EC:3.1.26.3 > GO:ribonuclease III activity ; GO:0004525
EC:3.1.26.4 > GO:ribonuclease H activity ; GO:0004523
EC:3.1.26.5 > GO:ribonuclease P activity ; GO:0004526
EC:3.1.27 > GO:endoribonuclease activity, producing 3'-phosphomonoesters ; GO:0016892
EC:3.1.27.3 > GO:ribonuclease T1 activity ; GO:0046589
EC:3.1.27.5 > GO:pancreatic ribonuclease activity ; GO:0004522
EC:3.1.27.6 > GO:Enterobacter ribonuclease activity ; GO:0008847
EC:3.1.27.9 > GO:tRNA-intron endonuclease activity ; GO:0000213
EC:3.1.3 > GO:phosphoric monoester hydrolase activity ; GO:0016791
EC:3.1.3.1 > GO:alkaline phosphatase activity ; GO:0004035
EC:3.1.3.10 > GO:glucose-1-phosphatase activity ; GO:0008877
EC:3.1.3.11 > GO:fructose-bisphosphatase activity ; GO:0042132
EC:3.1.3.12 > GO:trehalose-phosphatase activity ; GO:0004805
EC:3.1.3.13 > GO:bisphosphoglycerate phosphatase activity ; GO:0004083
EC:3.1.3.14 > GO:methylphosphothioglycerate phosphatase activity ; GO:0047382
EC:3.1.3.15 > GO:histidinol-phosphatase activity ; GO:0004401
EC:3.1.3.16 > GO:phosphoprotein phosphatase activity ; GO:0004721
EC:3.1.3.17 > GO:[phosphorylase] phosphatase activity ; GO:0050196
EC:3.1.3.18 > GO:phosphoglycolate phosphatase activity ; GO:0008967
EC:3.1.3.19 > GO:glycerol-2-phosphatase activity ; GO:0047954
EC:3.1.3.2 > GO:acid phosphatase activity ; GO:0003993
EC:3.1.3.20 > GO:phosphoglycerate phosphatase activity ; GO:0050192
EC:3.1.3.21 > GO:glycerol-1-phosphatase activity ; GO:0000121
EC:3.1.3.22 > GO:mannitol-1-phosphatase activity ; GO:0050084
EC:3.1.3.23 > GO:sugar-phosphatase activity ; GO:0050308
EC:3.1.3.24 > GO:sucrose-phosphatase activity ; GO:0050307
EC:3.1.3.25 > GO:inositol-1(or 4)-monophosphatase activity ; GO:0008934
EC:3.1.3.26 > GO:4-phytase activity ; GO:0008707
EC:3.1.3.27 > GO:phosphatidylglycerophosphatase activity ; GO:0008962
EC:3.1.3.28 > GO:ADP-phosphoglycerate phosphatase activity ; GO:0047630
EC:3.1.3.29 > GO:N-acylneuraminate-9-phosphatase activity ; GO:0050124
EC:3.1.3.3 > GO:phosphoserine phosphatase activity ; GO:0004647
EC:3.1.3.31 > GO:nucleotidase activity ; GO:0008252
EC:3.1.3.32 > GO:polynucleotide 3'-phosphatase activity ; GO:0046403
EC:3.1.3.33 > GO:polynucleotide 5'-phosphatase activity ; GO:0004651
EC:3.1.3.34 > GO:deoxynucleotide 3'-phosphatase activity ; GO:0047846
EC:3.1.3.35 > GO:thymidylate 5'-phosphatase activity ; GO:0050340
EC:3.1.3.36 > GO:phosphoinositide 5-phosphatase activity ; GO:0004439
EC:3.1.3.37 > GO:sedoheptulose-bisphosphatase activity ; GO:0050278
EC:3.1.3.38 > GO:3-phosphoglycerate phosphatase activity ; GO:0047572
EC:3.1.3.39 > GO:streptomycin-6-phosphatase activity ; GO:0050301
EC:3.1.3.4 > GO:phosphatidate phosphatase activity ; GO:0008195
EC:3.1.3.40 > GO:guanidinodeoxy-scyllo-inositol-4-phosphatase activity ; GO:0047383
EC:3.1.3.41 > GO:4-nitrophenylphosphatase activity ; GO:0003869
EC:3.1.3.42 > GO:[glycogen-synthase-D] phosphatase activity ; GO:0050407
EC:3.1.3.43 > GO:[pyruvate dehydrogenase (lipoamide)] phosphatase activity ; GO:0004741
EC:3.1.3.44 > GO:[acetyl-CoA carboxylase]-phosphatase activity ; GO:0050406
EC:3.1.3.45 > GO:3-deoxy-manno-octulosonate-8-phosphatase activity ; GO:0019143
EC:3.1.3.46 > GO:fructose-2,6-bisphosphate 2-phosphatase activity ; GO:0004331
EC:3.1.3.47 > GO:[hydroxymethylglutaryl-CoA reductase (NADPH)]-phosphatase activity ; GO:0047384
EC:3.1.3.48 > GO:protein tyrosine phosphatase activity ; GO:0004725
EC:3.1.3.49 > GO:[pyruvate kinase]-phosphatase activity ; GO:0050408
EC:3.1.3.5 > GO:5'-nucleotidase activity ; GO:0008253
EC:3.1.3.50 > GO:sorbitol-6-phosphatase activity ; GO:0050286
EC:3.1.3.51 > GO:dolichyl-phosphatase activity ; GO:0047873
EC:3.1.3.52 > GO:[3-methyl-2-oxobutanoate dehydrogenase (lipoamide)]-phosphatase activity ; GO:0047385
EC:3.1.3.53 > GO:myosin-light-chain-phosphatase activity ; GO:0050115
EC:3.1.3.54 > GO:fructose-2,6-bisphosphate 6-phosphatase activity ; GO:0047386
EC:3.1.3.55 > GO:caldesmon-phosphatase activity ; GO:0047765
EC:3.1.3.56 > GO:inositol-polyphosphate 5-phosphatase activity ; GO:0004445
EC:3.1.3.57 > GO:inositol-1,4-bisphosphate 1-phosphatase activity ; GO:0004441
EC:3.1.3.58 > GO:sugar-terminal-phosphatase activity ; GO:0050309
EC:3.1.3.59 > GO:alkylacetylglycerophosphatase activity ; GO:0047647
EC:3.1.3.6 > GO:3'-nucleotidase activity ; GO:0008254
EC:3.1.3.60 > GO:phosphoenolpyruvate phosphatase activity ; GO:0050189
EC:3.1.3.62 > GO:multiple inositol-polyphosphate phosphatase activity ; GO:0004446
EC:3.1.3.63 > GO:2-carboxy-D-arabinitol-1-phosphatase activity ; GO:0047538
EC:3.1.3.64 > GO:phosphatidylinositol-3-phosphatase activity ; GO:0004438
EC:3.1.3.66 > GO:phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity ; GO:0016316
EC:3.1.3.67 > GO:phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity ; GO:0016314
EC:3.1.3.68 > GO:2-deoxyglucose-6-phosphatase activity ; GO:0003850
EC:3.1.3.69 > GO:glucosylglycerol 3-phosphatase activity ; GO:0050530
EC:3.1.3.7 > GO:3'(2'),5'-bisphosphate nucleotidase activity ; GO:0008441
EC:3.1.3.70 > GO:mannosyl-3-phosphoglycerate phosphatase activity ; GO:0050531
EC:3.1.3.71 > GO:2-phosphosulfolactate phosphatase activity ; GO:0050532
EC:3.1.3.72 > GO:5-phytase activity ; GO:0050533
